index,pack,rarity,card_name,img_src
114/095,sm09,HR,ラティアス＆ラティオスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm09/10114.jpg
115/095,sm09,HR,イーブイ＆カビゴンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm09/10115.jpg
059/052,sm08a,HR,デンリュウGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08a/10059.jpg
060/052,sm08a,HR,フーパGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08a/10060.jpg
061/052,sm08a,HR,ガオガエンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08a/10061.jpg
062/052,sm08a,HR,コバルオンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08a/10062.jpg
104/095,sm08,HR,ツボツボGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08/10104.jpg
105/095,sm08,HR,ズガドーンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08/10105.jpg
106/095,sm08,HR,スイクンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08/10106.jpg
107/095,sm08,HR,バンギラスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08/10107.jpg
108/095,sm08,HR,ルギアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm08/10108.jpg
057/050,sm07b,HR,ジュカインGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07b/10057.jpg
058/050,sm07b,HR,シンボラーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07b/10058.jpg
059/050,sm07b,HR,アローラキュウコンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07b/10059.jpg
060/050,sm07b,HR,ミミッキュGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07b/10060.jpg
067/060,sm07a,HR,ビリジオンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07a/10067.jpg
068/060,sm07a,HR,マグカルゴGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07a/10068.jpg
069/060,sm07a,HR,ゼラオラGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07a/10069.jpg
070/060,sm07a,HR,ゲノセクトGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07a/10070.jpg
105/096,sm07,HR,ダーテングGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07/10105.jpg
106/096,sm07,HR,バシャーモGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07/10106.jpg
107/096,sm07,HR,ツンデツンデGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07/10107.jpg
108/096,sm07,HR,チルタリスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07/10108.jpg
109/096,sm07,HR,レックウザGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm07/10109.jpg
078/066,sm06b,HR,フリーザーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10078.jpg
079/066,sm06b,HR,マルマインGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10079.jpg
080/066,sm06b,HR,バリヤードGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10080.jpg
081/066,sm06b,HR,ジュペッタGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10081.jpg
082/066,sm06b,HR,ハッサムGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10082.jpg
083/066,sm06b,HR,ボーマンダGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06b/10083.jpg
060/053,sm06a,HR,レシラムGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06a/10060.jpg
061/053,sm06a,HR,キングドラGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06a/10061.jpg
062/053,sm06a,HR,カイリューGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06a/10062.jpg
063/053,sm06a,HR,ホワイトキュレムGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm06a/10063.jpg
103/094,sm06,HR,ゲッコウガGX(通常版:表面加工あり),https://img.yuyu-tei.jp/card_image/poc/100_140/sm06/10103.jpg
103/094,card_image,HR,ゲッコウガGX(エラー版:表面加工なし),https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
104/094,sm06,HR,ジガルデGX(通常版:表面加工あり),https://img.yuyu-tei.jp/card_image/poc/100_140/sm06/10104.jpg
104/094,card_image,HR,ジガルデGX(エラー版:表面加工なし),https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
105/094,sm06,HR,イベルタルGX(通常版:表面加工あり),https://img.yuyu-tei.jp/card_image/poc/100_140/sm06/10105.jpg
105/094,card_image,HR,イベルタルGX(エラー版:表面加工なし),https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
106/094,sm06,HR,ゼルネアスGX(通常版:表面加工あり),https://img.yuyu-tei.jp/card_image/poc/100_140/sm06/10106.jpg
106/094,card_image,HR,ゼルネアスGX(エラー版:表面加工なし),https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
107/094,sm06,HR,ウルトラネクロズマGX(通常版:表面加工あり),https://img.yuyu-tei.jp/card_image/poc/100_140/sm06/10107.jpg
107/094,card_image,HR,ウルトラネクロズマGX(エラー版:表面加工なし),https://img.yuyu-tei.jp/card_image/noimage_100_140.jpg
057/050,sm05plus,HR,パルキアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05plus/10057.jpg
058/050,sm05plus,HR,アーゴヨンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05plus/10058.jpg
059/050,sm05plus,HR,ルカリオGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05plus/10059.jpg
060/050,sm05plus,HR,ディアルガGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05plus/10060.jpg
073/066,sm05s,HR,リーフィアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05s/10073.jpg
074/066,sm05s,HR,ネクロズマ たそがれのたてがみGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05s/10074.jpg
075/066,sm05s,HR,ディアルガGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05s/10075.jpg
073/066,sm05m,HR,グレイシアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05m/10073.jpg
074/066,sm05m,HR,ネクロズマ あかつきのつばさGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05m/10074.jpg
075/066,sm05m,HR,パルキアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm05m/10075.jpg
121/114,sm04plus,HR,フェローチェGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04plus/10121.jpg
122/114,sm04plus,HR,デンジュモクGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04plus/10122.jpg
123/114,sm04plus,HR,テッカグヤGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04plus/10123.jpg
056/050,sm04s,HR,アローラゴローニャGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04s/10056.jpg
057/050,sm04s,HR,マッシブーンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04s/10057.jpg
058/050,sm04s,HR,カミツルギGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04s/10058.jpg
059/050,sm04s,HR,シルヴァディGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04s/10059.jpg
056/050,sm04a,HR,ギャラドスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04a/10056.jpg
057/050,sm04a,HR,ウツロイドGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04a/10057.jpg
058/050,sm04a,HR,アクジキングGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04a/10058.jpg
059/050,sm04a,HR,アローラナッシーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm04a/10059.jpg
078/072,sm03plus,HR,エンテイGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03plus/10078.jpg
079/072,sm03plus,HR,ライチュウGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03plus/10079.jpg
080/072,sm03plus,HR,ミュウツーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03plus/10080.jpg
081/072,sm03plus,HR,ゾロアークGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03plus/10081.jpg
058/051,sm03h,HR,リザードンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03h/10058.jpg
059/051,sm03h,HR,ホウオウGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03h/10059.jpg
060/051,sm03h,HR,アローラベトベトンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03h/10060.jpg
061/051,sm03h,HR,オンバーンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03h/10061.jpg
058/051,sm03n,HR,グソクムシャGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03n/10058.jpg
059/051,sm03n,HR,ネクロズマGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03n/10059.jpg
060/051,sm03n,HR,マーシャドーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03n/10060.jpg
061/051,sm03n,HR,サーナイトGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm03n/10061.jpg
058/049,sm02plus,HR,カプ・ブルルGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10058.jpg
059/049,sm02plus,HR,エンニュートGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10059.jpg
060/049,sm02plus,HR,カプ・レヒレGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10060.jpg
061/049,sm02plus,HR,カイリキーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10061.jpg
062/049,sm02plus,HR,ルガルガンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10062.jpg
063/049,sm02plus,HR,ダークライGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02plus/10063.jpg
056/050,sm02k,HR,バクガメスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02k/10056.jpg
057/050,sm02k,HR,アローラキュウコンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02k/10057.jpg
058/050,sm02k,HR,カプ・コケコGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02k/10058.jpg
059/050,sm02k,HR,ジャラランガGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02k/10059.jpg
056/050,sm02l,HR,ヨワシGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02l/10056.jpg
057/050,sm02l,HR,カプ・テテフGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02l/10057.jpg
058/050,sm02l,HR,ルガルガンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02l/10058.jpg
059/050,sm02l,HR,メタグロスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm02l/10059.jpg
059/051,sm01plus,HR,ジュナイパーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10059.jpg
060/051,sm01plus,HR,ガオガエンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10060.jpg
061/051,sm01plus,HR,アシレーヌGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10061.jpg
062/051,sm01plus,HR,クワガノンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10062.jpg
063/051,sm01plus,HR,ドヒドイデGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10063.jpg
064/051,sm01plus,HR,ニンフィアGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10064.jpg
065/051,sm01plus,HR,ジジーロンGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01plus/10065.jpg
067/060,sm01s,HR,ラプラスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01s/10067.jpg
068/060,sm01s,HR,エーフィGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01s/10068.jpg
069/060,sm01s,HR,ソルガレオGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01s/10069.jpg
070/060,sm01s,HR,デカグースGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01s/10070.jpg
067/060,sm01m,HR,ラランテスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01m/10067.jpg
068/060,sm01m,HR,ルナアーラGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01m/10068.jpg
069/060,sm01m,HR,ブラッキーGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01m/10069.jpg
070/060,sm01m,HR,ケンタロスGX,https://img.yuyu-tei.jp/card_image/poc/100_140/sm01m/10070.jpg
111/098,sv10,SR,オリーヴァex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10111.jpg
112/098,sv10,SR,ロケット団のファイヤーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10112.jpg
113/098,sv10,SR,ハルクジラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10113.jpg
114/098,sv10,SR,ロケット団のミュウツーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10114.jpg
115/098,sv10,SR,レジロックex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10115.jpg
116/098,sv10,SR,ロケット団のニドキングex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10116.jpg
117/098,sv10,SR,ロケット団のクロバットex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10117.jpg
118/098,sv10,SR,ロケット団のペルシアンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10118.jpg
119/098,sv10,SR,ロケット団のアテナ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10119.jpg
120/098,sv10,SR,ロケット団のアポロ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10120.jpg
121/098,sv10,SR,ロケット団のサカキ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10121.jpg
122/098,sv10,SR,ロケット団のラムダ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10122.jpg
123/098,sv10,SR,ロケット団のランス,https://img.yuyu-tei.jp/card_image/poc/100_140/sv10/10123.jpg
076/063,sv09a,SR,メガヤンマex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10076.jpg
077/063,sv09a,SR,ヒビキのホウオウex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10077.jpg
078/063,sv09a,SR,ヘイラッシャex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10078.jpg
079/063,sv09a,SR,エレキブルex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10079.jpg
080/063,sv09a,SR,シロナのガブリアスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10080.jpg
081/063,sv09a,SR,ペパーのマフィティフex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10081.jpg
082/063,sv09a,SR,MCの盛り上げ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10082.jpg
083/063,sv09a,SR,ジャッジマン,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10083.jpg
084/063,sv09a,SR,ヒビキの冒険,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09a/10084.jpg
113/100,sv09,SR,ボルケニオンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10113.jpg
114/100,sv09,SR,ナンジャモのハラバリーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10114.jpg
115/100,sv09,SR,リーリエのピッピex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10115.jpg
116/100,sv09,SR,マンムーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10116.jpg
117/100,sv09,SR,Nのゾロアークex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10117.jpg
118/100,sv09,SR,ホップのザシアンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10118.jpg
119/100,sv09,SR,ボーマンダex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10119.jpg
120/100,sv09,SR,ノココッチex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10120.jpg
121/100,sv09,SR,アイリスの闘志,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10121.jpg
122/100,sv09,SR,怖いお兄さん,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10122.jpg
123/100,sv09,SR,タケシのスカウト,https://img.yuyu-tei.jp/card_image/poc/100_140/sv09/10123.jpg
188/187,sv08a,SR,アオキの手際,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10433.jpg
189/187,sv08a,SR,オルティガ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10434.jpg
190/187,sv08a,SR,コルサ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10435.jpg
191/187,sv08a,SR,シュウメイ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10436.jpg
192/187,sv08a,SR,シュウメイ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10437.jpg
193/187,sv08a,SR,タイム,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10438.jpg
194/187,sv08a,SR,ネリネ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10439.jpg
195/187,sv08a,SR,パルデアの仲間たち,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10440.jpg
196/187,sv08a,SR,ピーニャ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10441.jpg
197/187,sv08a,SR,ビワ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10442.jpg
198/187,sv08a,SR,メロコ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10443.jpg
199/187,sv08a,SR,レホール,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08a/10444.jpg
119/106,sv08,SR,アイアントex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10119.jpg
120/106,sv08,SR,スコヴィランex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10120.jpg
121/106,sv08,SR,ミロカロスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10121.jpg
122/106,sv08,SR,ピカチュウex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10122.jpg
123/106,sv08,SR,シロデスナex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10123.jpg
124/106,sv08,SR,サザンドラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10124.jpg
125/106,sv08,SR,シャリタツex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10125.jpg
126/106,sv08,SR,ケッキングex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10126.jpg
127/106,sv08,SR,シアノ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10127.jpg
128/106,sv08,SR,シトロンの機転,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10128.jpg
129/106,sv08,SR,ミカンのまなざし,https://img.yuyu-tei.jp/card_image/poc/100_140/sv08/10129.jpg
077/064,sv07a,SR,ブラックキュレムex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10077.jpg
078/064,sv07a,SR,ラティアスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10078.jpg
079/064,sv07a,SR,フライゴンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10079.jpg
080/064,sv07a,SR,ブリジュラスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10080.jpg
081/064,sv07a,SR,アローラナッシーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10081.jpg
082/064,sv07a,SR,モトトカゲex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10082.jpg
083/064,sv07a,SR,カキツバタ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10083.jpg
084/064,sv07a,SR,サーファー,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10084.jpg
085/064,sv07a,SR,ドラセナ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10085.jpg
086/064,sv07a,SR,ルチアのアピール,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07a/10086.jpg
115/102,sv07,SR,カミツオロチex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10115.jpg
116/102,sv07,SR,エースバーンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10116.jpg
117/102,sv07,SR,ラプラスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10117.jpg
118/102,sv07,SR,デンチュラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10118.jpg
119/102,sv07,SR,バウッツェルex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10119.jpg
120/102,sv07,SR,チャーレムex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10120.jpg
121/102,sv07,SR,ミミズズex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10121.jpg
122/102,sv07,SR,テラパゴスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10122.jpg
123/102,sv07,SR,アカマツ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10123.jpg
124/102,sv07,SR,タロ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10124.jpg
125/102,sv07,SR,ハイダイ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10125.jpg
126/102,sv07,SR,ブライア,https://img.yuyu-tei.jp/card_image/poc/100_140/sv07/10126.jpg
077/064,sv06a,SR,キングドラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10077.jpg
078/064,sv06a,SR,ブロロロームex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10078.jpg
079/064,sv06a,SR,イイネイヌex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10079.jpg
080/064,sv06a,SR,マシマシラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10080.jpg
081/064,sv06a,SR,キチキギスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10081.jpg
082/064,sv06a,SR,モモワロウex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10082.jpg
083/064,sv06a,SR,アクロマの執念,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10083.jpg
084/064,sv06a,SR,アンズの秘技,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10084.jpg
085/064,sv06a,SR,カシオペア,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10085.jpg
086/064,sv06a,SR,クセロシキのたくらみ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06a/10086.jpg
114/101,sv06,SR,オーガポンみどりのめんex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10114.jpg
115/101,sv06,SR,オーガポンかまどのめんex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10115.jpg
116/101,sv06,SR,イルカマンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10116.jpg
117/101,sv06,SR,オーガポンいどのめんex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10117.jpg
118/101,sv06,SR,レントラーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10118.jpg
119/101,sv06,SR,オーガポンいしずえのめんex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10119.jpg
120/101,sv06,SR,ドラパルトex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10120.jpg
121/101,sv06,SR,ハピナスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10121.jpg
122/101,sv06,SR,スグリ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10122.jpg
123/101,sv06,SR,ゼイユ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10123.jpg
124/101,sv06,SR,ハッサク,https://img.yuyu-tei.jp/card_image/poc/100_140/sv06/10124.jpg
079/066,sv05a,SR,ヤバソチャex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10079.jpg
080/066,sv05a,SR,マグカルゴex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10080.jpg
081/066,sv05a,SR,テツノイバラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10081.jpg
082/066,sv05a,SR,サケブシッポex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10082.jpg
083/066,sv05a,SR,ゲッコウガex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10083.jpg
084/066,sv05a,SR,ガチグマアカツキex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10084.jpg
085/066,sv05a,SR,管理人,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10085.jpg
086/066,sv05a,SR,ゴヨウ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10086.jpg
087/066,sv05a,SR,サザレ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10087.jpg
088/066,sv05a,SR,スイレンのお世話,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05a/10088.jpg
084/071,sv05k,SR,ドダイトスex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10084.jpg
085/071,sv05k,SR,ウガツホムラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10085.jpg
086/071,sv05k,SR,ウネルミナモex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10086.jpg
087/071,sv05k,SR,ウミトリオex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10087.jpg
088/071,sv05k,SR,ゲンガーex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10088.jpg
089/071,sv05k,SR,タケルライコex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10089.jpg
090/071,sv05k,SR,探検家の先導,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10090.jpg
091/071,sv05k,SR,ビワ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10091.jpg
092/071,sv05k,SR,マツバの確信,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05k/10092.jpg
084/071,sv05m,SR,テツノイサハex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10084.jpg
085/071,sv05m,SR,ガオガエンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10085.jpg
086/071,sv05m,SR,テツノカシラex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10086.jpg
087/071,sv05m,SR,テツノイワオex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10087.jpg
088/071,sv05m,SR,リキキリンex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10088.jpg
089/071,sv05m,SR,ハッサムex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10089.jpg
090/071,sv05m,SR,暗号マニアの解読,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10090.jpg
091/071,sv05m,SR,セイジ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10091.jpg
092/071,sv05m,SR,ベルのまごころ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv05m/10092.jpg
342/190,sv04a,SR,ジャッジマン,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04a/10466.jpg
343/190,sv04a,SR,ネモ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04a/10467.jpg
344/190,sv04a,SR,ネルケ,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04a/10468.jpg
345/190,sv04a,SR,パルデアの学生,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04a/10469.jpg
346/190,sv04a,SR,パルデアの学生,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04a/10470.jpg
079/066,sv04k,SR,グレンアルマex,https://img.yuyu-tei.jp/card_image/poc/100_140/sv04k/10079.jpg
